open,high,low,close,volume,datetime
1287.22998,1288.22998,1268.42004,1281.42004,0,2006-03-06 06:00:00
1281.57996,1310.44995,1281.57996,1307.25,0,2006-03-13 06:00:00
1307.25,1310.88,1295.81006,1302.94995,0,2006-03-20 06:00:00
1302.94995,1310.15002,1291.83997,1294.87,0,2006-03-27 06:00:00
1302.88,1314.06995,1294.18005,1295.5,0,2006-04-03 05:00:00
1295.51001,1300.73999,1282.95996,1289.12,0,2006-04-10 05:00:00
1289.12,1318.16003,1280.73999,1311.28003,0,2006-04-17 05:00:00
1311.28003,1316.04004,1295.56995,1310.60999,0,2006-04-24 05:00:00
1310.60999,1326.53003,1303.45996,1325.76001,0,2006-05-01 05:00:00
1325.76001,1326.69995,1290.38,1291.23999,0,2006-05-08 05:00:00
1291.18994,1297.88,1256.28003,1267.03003,0,2006-05-15 05:00:00
1267.03003,1280.54004,1245.33997,1280.16003,0,2006-05-22 05:00:00
1280.04004,1290.68005,1259.38,1288.21997,0,2006-05-29 05:00:00
1288.16003,1288.16003,1235.18005,1252.30005,0,2006-06-05 05:00:00
1252.27002,1258.64001,1219.29004,1251.54004,0,2006-06-12 05:00:00
1251.54004,1257.95996,1237.17004,1244.5,0,2006-06-19 05:00:00
1244.5,1276.30005,1237.58997,1270.19995,0,2006-06-26 05:00:00
1270.06006,1280.38,1263.13,1265.47998,0,2006-07-03 05:00:00
1265.45996,1274.06006,1228.44995,1236.19995,0,2006-07-10 05:00:00
1236.19995,1262.56006,1224.54004,1240.29004,0,2006-07-17 05:00:00
1240.25,1280.42004,1240.25,1278.55005,0,2006-07-24 05:00:00
1278.53003,1292.92004,1265.70996,1279.35999,0,2006-07-31 05:00:00
1279.31006,1283.73999,1261.30005,1266.73999,0,2006-08-07 05:00:00
1266.67004,1302.30005,1266.67004,1302.30005,0,2006-08-14 05:00:00
1302.30005,1302.48999,1289.81995,1295.08997,0,2006-08-21 05:00:00
1295.08997,1312.03003,1293.96997,1311.01001,0,2006-08-28 05:00:00
1310.93994,1314.67004,1292.13,1298.92004,0,2006-09-04 05:00:00
1298.85999,1324.65002,1290.93005,1319.66003,0,2006-09-11 05:00:00
1319.84998,1328.53003,1310.93994,1314.78003,0,2006-09-18 05:00:00
1314.78003,1340.28003,1311.57996,1335.84998,0,2006-09-25 05:00:00
1335.81995,1353.79,1327.09998,1349.59,0,2006-10-02 05:00:00
1349.58,1366.63,1343.57,1365.62,0,2006-10-09 05:00:00
1365.61,1372.87,1356.87,1368.6,0,2006-10-16 05:00:00
1368.58,1389.4499,1363.9399,1377.34,0,2006-10-23 05:00:00
1377.3,1381.95,1360.98,1364.3,0,2006-10-30 06:00:00
1364.27,1388.92,1364.27,1380.9,0,2006-11-06 06:00:00
1380.58,1403.76,1378.8,1401.2,0,2006-11-13 06:00:00
1401.17,1407.89,1397.85,1400.95,0,2006-11-20 06:00:00
1400.95,1406.3,1377.83,1396.71,0,2006-11-27 06:00:00
1396.67,1418.27,1396.67,1409.84,0,2006-12-04 06:00:00
1409.81,1431.63,1404.75,1427.09,0,2006-12-11 06:00:00
1427.08,1431.81,1410.28,1410.76,0,2006-12-18 06:00:00
1410.75,1427.72,1410.45,1418.3,0,2006-12-25 06:00:00
1418.03,1429.42,1405.75,1409.71,0,2007-01-01 06:00:00
1409.26,1431.23,1403.97,1430.73,0,2007-01-08 06:00:00
1430.73,1435.27,1424.21,1430.5,0,2007-01-15 06:00:00
1430.47,1440.69,1416.96,1422.18,0,2007-01-22 06:00:00
1422.03,1449.33,1418.46,1448.39,0,2007-01-29 06:00:00
1448.33,1452.99,1433.44,1438.06,0,2007-02-05 06:00:00
1438.0,1457.97,1431.44,1455.54,0,2007-02-12 06:00:00
1455.53,1461.57,1448.36,1451.19,0,2007-02-19 06:00:00
1451.04,1456.95,1380.87,1387.17,0,2007-02-26 06:00:00
1387.11,1410.15,1373.97,1402.85,0,2007-03-05 06:00:00
1402.8,1409.34,1363.98,1386.95,0,2007-03-12 05:00:00
1386.95,1438.89,1386.95,1436.11,0,2007-03-19 05:00:00
1436.11,1437.65,1408.9,1420.86,0,2007-03-26 05:00:00
1420.83,1444.88,1416.37,1443.76,0,2007-04-02 05:00:00
1443.77,1453.11,1433.91,1452.85,0,2007-04-09 05:00:00
1452.84,1484.74,1452.84,1484.35,0,2007-04-16 05:00:00
1484.33,1498.02,1473.74,1494.07,0,2007-04-23 05:00:00
1494.07,1510.34,1476.7,1505.62,0,2007-04-30 05:00:00
1505.57,1513.8,1491.42,1505.85,0,2007-05-07 05:00:00
1505.76,1522.75,1498.34,1522.75,0,2007-05-14 05:00:00
1522.75,1532.43,1505.18,1515.73,0,2007-05-21 05:00:00
1515.55,1540.56,1510.06,1536.34,0,2007-05-28 05:00:00
1536.28,1540.53,1487.41,1507.67,0,2007-06-04 05:00:00
1507.64,1538.71,1492.65,1532.91,0,2007-06-11 05:00:00
1532.9,1537.32,1500.74,1502.56,0,2007-06-18 05:00:00
1502.56,1517.53,1484.18,1503.35,0,2007-06-25 05:00:00
1504.66,1532.4,1504.66,1530.44,0,2007-07-02 05:00:00
1530.43,1555.1,1506.1,1552.5,0,2007-07-09 05:00:00
1552.5,1555.9,1529.2,1534.1,0,2007-07-16 05:00:00
1534.06,1547.23,1458.95,1458.95,0,2007-07-23 05:00:00
1458.93,1488.3,1432.8,1433.06,0,2007-07-30 05:00:00
1433.04,1503.89,1427.39,1453.64,0,2007-08-06 05:00:00
1453.42,1466.29,1370.6,1445.94,0,2007-08-13 05:00:00
1445.94,1479.4,1430.54,1479.37,0,2007-08-20 05:00:00
1479.36,1481.47,1432.01,1473.99,0,2007-08-27 05:00:00
1473.96,1496.4,1449.07,1453.55,0,2007-09-03 05:00:00
1453.5,1489.58,1439.29,1484.25,0,2007-09-10 05:00:00
1484.24,1538.74,1471.82,1525.75,0,2007-09-17 05:00:00
1525.75,1533.74,1507.13,1526.75,0,2007-09-24 05:00:00
1527.29,1561.91,1527.25,1557.59,0,2007-10-01 05:00:00
1556.51,1576.09,1546.72,1561.8,0,2007-10-08 05:00:00
1562.25,1564.74,1500.26,1500.63,0,2007-10-15 05:00:00
1497.79,1535.53,1489.56,1535.28,0,2007-10-22 05:00:00
1536.92,1552.76,1492.53,1509.65,0,2007-10-29 05:00:00
1505.61,1520.77,1448.51,1453.7,0,2007-11-05 06:00:00
1453.66,1492.14,1438.53,1458.74,0,2007-11-12 06:00:00
1456.7,1456.7,1415.64,1440.7,0,2007-11-19 06:00:00
1440.74,1488.94,1406.1,1481.14,0,2007-11-26 06:00:00
1479.63,1510.63,1460.66,1504.66,0,2007-12-03 06:00:00
1505.11,1523.57,1467.78,1467.95,0,2007-12-10 06:00:00
1465.05,1485.4,1435.65,1484.46,0,2007-12-17 06:00:00
1484.55,1498.85,1471.7,1478.49,0,2007-12-24 06:00:00
1475.25,1475.83,1411.19,1411.63,0,2007-12-31 06:00:00
1414.07,1430.28,1378.7,1401.02,0,2008-01-07 06:00:00
1402.91,1417.89,1312.51,1325.19,0,2008-01-14 06:00:00
1312.94,1368.56,1270.05,1330.61,0,2008-01-21 06:00:00
1330.7,1396.02,1322.26,1395.42,0,2008-01-28 06:00:00
1395.38,1395.38,1316.75,1331.29,0,2008-02-04 06:00:00
1331.92,1369.23,1320.32,1349.99,0,2008-02-11 06:00:00
1355.86,1367.94,1327.04,1353.11,0,2008-02-18 06:00:00
1352.75,1388.34,1325.7,1330.63,0,2008-02-25 06:00:00
1330.45,1344.19,1282.43,1293.37,0,2008-03-03 06:00:00
1293.16,1333.26,1272.66,1288.14,0,2008-03-10 05:00:00
1283.21,1341.51,1256.98,1329.51,0,2008-03-17 05:00:00
1330.29,1359.68,1312.95,1315.22,0,2008-03-24 05:00:00
1315.92,1380.91,1312.81,1370.4,0,2008-03-31 05:00:00
1373.69,1386.74,1331.21,1332.83,0,2008-04-07 05:00:00
1332.2,1395.9,1324.35,1390.33,0,2008-04-14 05:00:00
1387.72,1399.11,1369.84,1397.84,0,2008-04-21 05:00:00
1397.96,1422.72,1383.07,1413.9,0,2008-04-28 05:00:00
1415.34,1421.57,1384.11,1388.28,0,2008-05-05 05:00:00
1389.4,1425.82,1386.2,1425.35,0,2008-05-12 05:00:00
1425.28,1440.24,1373.72,1375.93,0,2008-05-19 05:00:00
1375.97,1406.32,1373.07,1400.38,0,2008-05-26 05:00:00
1399.62,1404.05,1359.9,1360.68,0,2008-06-02 05:00:00
1360.83,1370.63,1331.29,1360.03,0,2008-06-09 05:00:00
1358.85,1366.59,1314.46,1317.93,0,2008-06-16 05:00:00
1319.77,1335.63,1272.0,1278.38,0,2008-06-23 05:00:00
1278.06,1292.17,1252.01,1262.9,0,2008-06-30 05:00:00
1262.9,1277.36,1225.35,1239.49,0,2008-07-07 05:00:00
1241.61,1262.31,1200.44,1260.68,0,2008-07-14 05:00:00
1261.82,1291.17,1248.83,1257.76,0,2008-07-21 05:00:00
1257.76,1284.93,1234.37,1260.31,0,2008-07-28 05:00:00
1260.16,1297.85,1247.45,1296.32,0,2008-08-04 05:00:00
1294.42,1313.15,1274.86,1298.2,0,2008-08-11 05:00:00
1298.14,1300.22,1261.16,1292.2,0,2008-08-18 05:00:00
1290.47,1300.68,1263.21,1282.83,0,2008-08-25 05:00:00
1287.83,1303.04,1217.23,1242.31,0,2008-09-01 05:00:00
1249.5,1274.42,1211.54,1251.7,0,2008-09-08 05:00:00
1250.92,1265.12,1133.5,1255.08,0,2008-09-15 05:00:00
1255.37,1255.37,1179.79,1213.27,0,2008-09-22 05:00:00
1209.07,1209.07,1098.14,1099.23,0,2008-09-29 05:00:00
1097.56,1097.56,839.8,899.22,0,2008-10-06 05:00:00
912.75,1044.31,865.83,940.55,0,2008-10-13 05:00:00
943.51,985.44,852.85,876.77,0,2008-10-20 05:00:00
874.28,984.38,845.27,968.75,0,2008-10-27 05:00:00
968.67,1007.51,899.73,930.99,0,2008-11-03 06:00:00
936.75,951.95,818.69,873.29,0,2008-11-10 06:00:00
873.23,882.29,741.02,800.03,0,2008-11-17 06:00:00
801.2,895.78,801.2,895.73,0,2008-11-24 06:00:00
888.61,888.61,815.69,876.07,0,2008-12-01 06:00:00
882.71,918.57,851.35,879.73,0,2008-12-08 06:00:00
881.07,918.85,857.72,887.88,0,2008-12-15 06:00:00
887.2,887.37,857.09,872.8,0,2008-12-22 06:00:00
872.37,934.73,857.07,931.8,0,2008-12-29 06:00:00
929.17,943.85,888.31,890.35,0,2009-01-05 06:00:00
890.4,890.4,817.04,850.12,0,2009-01-12 06:00:00
849.64,849.64,804.3,831.95,0,2009-01-19 06:00:00
832.5,877.86,821.67,825.88,0,2009-01-26 06:00:00
823.09,870.75,812.87,868.6,0,2009-02-02 06:00:00
868.24,875.01,808.06,826.84,0,2009-02-09 06:00:00
818.61,818.61,754.25,770.05,0,2009-02-16 06:00:00
773.25,780.12,734.52,735.09,0,2009-02-23 06:00:00
729.57,729.57,666.79,683.38,0,2009-03-02 06:00:00
680.76,758.29,672.88,756.55,0,2009-03-09 05:00:00
758.84,803.24,749.93,768.54,0,2009-03-16 05:00:00
772.31,832.98,772.31,815.94,0,2009-03-23 05:00:00
809.07,845.61,779.81,842.5,0,2009-03-30 05:00:00
839.75,856.91,814.53,856.56,0,2009-04-06 05:00:00
855.33,875.63,835.58,869.6,0,2009-04-13 05:00:00
868.27,871.8,826.83,866.23,0,2009-04-20 05:00:00
862.82,888.7,847.12,877.52,0,2009-04-27 05:00:00
879.21,930.17,879.21,929.23,0,2009-05-04 05:00:00
922.99,922.99,878.94,882.88,0,2009-05-11 05:00:00
886.07,924.6,879.61,887.0,0,2009-05-18 05:00:00
887.0,920.02,881.46,919.14,0,2009-05-25 05:00:00
923.26,951.69,923.26,940.09,0,2009-06-01 05:00:00
938.12,956.23,926.44,946.21,0,2009-06-08 05:00:00
942.45,942.45,903.78,921.23,0,2009-06-15 05:00:00
918.13,922.0,888.86,918.9,0,2009-06-22 05:00:00
919.86,931.92,896.42,896.42,0,2009-06-29 05:00:00
894.27,898.72,869.32,879.13,0,2009-07-06 05:00:00
879.57,943.96,875.32,940.38,0,2009-07-13 05:00:00
942.07,979.79,940.99,979.26,0,2009-07-20 05:00:00
978.63,996.68,968.65,987.48,0,2009-07-27 05:00:00
990.22,1018.0,990.22,1010.48,0,2009-08-03 05:00:00
1008.89,1013.14,992.4,1004.09,0,2009-08-10 05:00:00
998.18,1027.59,978.51,1026.13,0,2009-08-17 05:00:00
1026.59,1039.47,1016.2,1028.93,0,2009-08-24 05:00:00
1025.21,1028.45,991.97,1016.4,0,2009-08-31 05:00:00
1018.67,1048.18,1018.67,1042.73,0,2009-09-07 05:00:00
1040.15,1074.77,1035.0,1068.3,0,2009-09-14 05:00:00
1067.14,1080.15,1041.17,1044.38,0,2009-09-21 05:00:00
1045.38,1069.62,1019.95,1025.21,0,2009-09-28 05:00:00
1026.87,1071.51,1025.92,1071.49,0,2009-10-05 05:00:00
1071.63,1096.56,1066.71,1087.68,0,2009-10-12 05:00:00
1088.22,1101.36,1074.31,1079.6,0,2009-10-19 05:00:00
1080.36,1091.75,1033.38,1036.19,0,2009-10-26 05:00:00
1036.18,1071.48,1029.38,1069.3,0,2009-11-02 06:00:00
1072.31,1105.37,1072.31,1093.48,0,2009-11-09 06:00:00
1094.13,1113.69,1086.81,1091.38,0,2009-11-16 06:00:00
1094.86,1112.38,1083.74,1091.49,0,2009-11-23 06:00:00
1091.07,1119.13,1086.25,1105.98,0,2009-11-30 06:00:00
1105.52,1110.72,1085.89,1106.41,0,2009-12-07 06:00:00
1107.84,1116.21,1093.88,1102.47,0,2009-12-14 06:00:00
1105.31,1126.48,1105.31,1126.48,0,2009-12-21 06:00:00
1127.53,1130.38,1114.81,1115.1,0,2009-12-28 06:00:00
1116.56,1145.39,1116.56,1144.98,0,2010-01-04 06:00:00
1145.96,1150.41,1131.39,1136.03,0,2010-01-11 06:00:00
1136.03,1150.45,1090.18,1091.76,0,2010-01-18 06:00:00
1092.4,1103.69,1071.59,1073.87,0,2010-01-25 06:00:00
1073.89,1104.73,1044.5,1066.19,0,2010-02-01 06:00:00
1065.51,1080.04,1056.51,1075.51,0,2010-02-08 06:00:00
1079.13,1112.42,1079.13,1109.17,0,2010-02-15 06:00:00
1110.0,1112.29,1086.02,1104.49,0,2010-02-22 06:00:00
1105.36,1139.38,1105.36,1138.7,0,2010-03-01 06:00:00
1138.4,1153.41,1134.9,1149.99,0,2010-03-08 06:00:00
1148.53,1169.84,1141.45,1159.9,0,2010-03-15 05:00:00
1157.25,1180.69,1152.88,1166.59,0,2010-03-22 05:00:00
1167.71,1181.43,1165.77,1178.1,0,2010-03-29 05:00:00
1178.71,1194.66,1175.12,1194.37,0,2010-04-05 05:00:00
1194.94,1213.92,1186.77,1192.13,0,2010-04-12 05:00:00
1192.06,1217.28,1183.68,1217.28,0,2010-04-19 05:00:00
1217.07,1219.8,1181.62,1186.69,0,2010-04-26 05:00:00
1188.58,1205.13,1065.79,1110.88,0,2010-05-03 05:00:00
1122.27,1173.57,1122.27,1135.68,0,2010-05-10 05:00:00
1136.52,1148.66,1055.9,1087.69,0,2010-05-17 05:00:00
1084.78,1103.52,1040.78,1089.41,0,2010-05-24 05:00:00
1087.3,1105.67,1060.5,1064.88,0,2010-05-31 05:00:00
1065.84,1092.25,1042.17,1091.6,0,2010-06-07 05:00:00
1095.0,1121.01,1089.03,1117.51,0,2010-06-14 05:00:00
1122.79,1131.23,1067.89,1076.76,0,2010-06-21 05:00:00
1077.5,1082.6,1010.91,1022.58,0,2010-06-28 05:00:00
1028.09,1078.16,1018.35,1077.96,0,2010-07-05 05:00:00
1077.23,1099.46,1063.32,1064.88,0,2010-07-12 05:00:00
1066.85,1103.73,1056.88,1102.66,0,2010-07-19 05:00:00
1102.89,1120.95,1088.01,1101.6,0,2010-07-26 05:00:00
1107.53,1128.75,1107.17,1121.64,0,2010-08-02 05:00:00
1122.8,1129.24,1076.69,1079.25,0,2010-08-09 05:00:00
1077.49,1100.14,1063.91,1071.69,0,2010-08-16 05:00:00
1073.36,1081.58,1039.7,1064.59,0,2010-08-23 05:00:00
1062.9,1105.1,1040.88,1104.51,0,2010-08-30 05:00:00
1102.6,1110.88,1091.15,1109.55,0,2010-09-06 05:00:00
1113.38,1131.47,1113.38,1125.59,0,2010-09-13 05:00:00
1126.57,1148.9,1122.79,1148.67,0,2010-09-20 05:00:00
1148.64,1157.16,1132.09,1146.24,0,2010-09-27 05:00:00
1144.96,1167.73,1131.87,1165.15,0,2010-10-04 05:00:00
1165.32,1184.38,1155.71,1176.19,0,2010-10-11 05:00:00
1176.83,1189.43,1159.71,1183.08,0,2010-10-18 05:00:00
1184.74,1196.14,1171.7,1183.26,0,2010-10-25 05:00:00
1185.71,1227.08,1177.65,1225.85,0,2010-11-01 05:00:00
1223.24,1226.84,1194.08,1199.21,0,2010-11-08 06:00:00
1200.44,1207.43,1173.0,1199.73,0,2010-11-15 06:00:00
1198.07,1198.94,1176.91,1189.4,0,2010-11-22 06:00:00
1189.08,1225.57,1173.64,1224.71,0,2010-11-29 06:00:00
1223.87,1240.4,1219.5,1240.4,0,2010-12-06 06:00:00
1242.52,1246.73,1232.85,1243.91,0,2010-12-13 06:00:00
1245.76,1259.39,1241.51,1256.77,0,2010-12-20 06:00:00
1254.66,1262.6,1251.48,1257.64,0,2010-12-27 06:00:00
1257.62,1278.17,1257.62,1271.5,0,2011-01-03 06:00:00
1270.84,1293.24,1262.18,1293.24,0,2011-01-10 06:00:00
1293.22,1296.06,1271.26,1283.35,0,2011-01-17 06:00:00
1283.29,1302.67,1275.1,1276.34,0,2011-01-24 06:00:00
1276.5,1311.0,1276.5,1310.87,0,2011-01-31 06:00:00
1311.85,1330.79,1311.74,1329.15,0,2011-02-07 06:00:00
1328.73,1344.07,1324.61,1343.01,0,2011-02-14 06:00:00
1338.91,1338.91,1294.26,1319.88,0,2011-02-21 06:00:00
1321.61,1332.28,1302.58,1321.15,0,2011-02-28 06:00:00
1322.72,1327.68,1291.99,1304.28,0,2011-03-07 06:00:00
1301.19,1301.19,1249.05,1279.2,0,2011-03-14 05:00:00
1281.65,1319.18,1281.65,1313.8,0,2011-03-21 05:00:00
1315.45,1337.85,1305.26,1332.41,0,2011-03-28 05:00:00
1333.56,1339.46,1322.94,1328.17,0,2011-04-04 05:00:00
1329.01,1333.77,1302.42,1319.68,0,2011-04-11 05:00:00
1313.35,1337.49,1294.7,1337.38,0,2011-04-18 05:00:00
1337.14,1364.56,1331.47,1363.61,0,2011-04-25 05:00:00
1365.21,1370.58,1329.17,1340.2,0,2011-05-02 05:00:00
1340.2,1359.44,1332.03,1337.77,0,2011-05-09 05:00:00
1334.77,1346.82,1318.51,1333.27,0,2011-05-16 05:00:00
1333.07,1334.62,1311.8,1331.1,0,2011-05-23 05:00:00
1331.1,1345.2,1297.9,1300.16,0,2011-05-30 05:00:00
1300.26,1300.26,1268.28,1270.98,0,2011-06-06 05:00:00
1271.31,1292.5,1258.07,1271.5,0,2011-06-13 05:00:00
1271.5,1298.61,1262.87,1268.45,0,2011-06-20 05:00:00
1268.44,1341.01,1267.53,1339.67,0,2011-06-27 05:00:00
1339.59,1356.48,1330.92,1343.8,0,2011-07-04 05:00:00
1343.31,1343.31,1306.51,1316.14,0,2011-07-11 05:00:00
1315.94,1347.0,1295.92,1345.02,0,2011-07-18 05:00:00
1344.32,1344.32,1282.86,1292.28,0,2011-07-25 05:00:00
1292.59,1307.38,1168.09,1199.38,0,2011-08-01 05:00:00
1198.48,1198.48,1101.54,1178.81,0,2011-08-08 05:00:00
1178.86,1208.47,1122.05,1123.53,0,2011-08-15 05:00:00
1123.55,1190.68,1121.09,1176.8,0,2011-08-22 05:00:00
1177.91,1230.71,1170.56,1173.97,0,2011-08-29 05:00:00
1173.97,1204.4,1140.13,1154.23,0,2011-09-05 05:00:00
1153.5,1220.06,1136.07,1216.01,0,2011-09-12 05:00:00
1214.99,1220.39,1114.22,1136.43,0,2011-09-19 05:00:00
1136.91,1195.86,1131.07,1131.42,0,2011-09-26 05:00:00
1131.21,1171.4,1074.77,1155.46,0,2011-10-03 05:00:00
1158.15,1224.61,1158.15,1224.58,0,2011-10-10 05:00:00
1224.47,1239.03,1191.48,1238.25,0,2011-10-17 05:00:00
1238.72,1292.66,1221.06,1285.09,0,2011-10-24 05:00:00
1284.96,1284.96,1215.42,1253.23,0,2011-10-31 05:00:00
1253.21,1277.55,1226.64,1263.85,0,2011-11-07 06:00:00
1263.85,1264.25,1209.43,1215.65,0,2011-11-14 06:00:00
1215.62,1215.62,1158.66,1158.67,0,2011-11-21 06:00:00
1158.67,1260.08,1158.67,1244.28,0,2011-11-28 06:00:00
1244.33,1267.06,1231.47,1255.19,0,2011-12-05 06:00:00
1255.05,1255.05,1209.47,1219.66,0,2011-12-12 06:00:00
1219.74,1265.42,1202.37,1265.33,0,2011-12-19 06:00:00
1265.02,1269.37,1248.64,1257.6,0,2011-12-26 06:00:00
1258.86,1284.62,1258.86,1277.81,0,2012-01-02 06:00:00
1277.83,1296.82,1274.55,1289.09,0,2012-01-09 06:00:00
1290.22,1315.49,1290.22,1315.38,0,2012-01-16 06:00:00
1315.29,1333.47,1306.06,1316.33,0,2012-01-23 06:00:00
1316.16,1345.34,1300.49,1344.9,0,2012-01-30 06:00:00
1344.32,1354.32,1335.92,1342.64,0,2012-02-06 06:00:00
1343.06,1363.4,1340.8,1361.23,0,2012-02-13 06:00:00
1361.22,1368.92,1352.28,1365.74,0,2012-02-20 06:00:00
1365.2,1378.04,1354.92,1369.63,0,2012-02-27 06:00:00
1369.59,1374.76,1340.03,1370.87,0,2012-03-05 06:00:00
1370.78,1405.88,1366.69,1404.17,0,2012-03-12 05:00:00
1404.17,1414.0,1386.87,1397.11,0,2012-03-19 05:00:00
1397.11,1419.15,1391.56,1408.47,0,2012-03-26 05:00:00
1408.47,1422.38,1392.92,1398.08,0,2012-04-02 05:00:00
1397.45,1397.45,1357.38,1370.26,0,2012-04-09 05:00:00
1370.27,1392.76,1365.38,1378.53,0,2012-04-16 05:00:00
